,Code,Date,Open,High,Low,Close,Volume,Trading Value,Change,Next Change,MA5,MA20,MA60,MA120,MFI,ADI,OBV,CMF,FI,"EOM, EMV",VPT,NVI,VMAP,ATR,BHB,BLB,KCH,KCL,KCM,DCH,DCL,DCM,UI,SMA,EMA,WMA,MACD,ADX,"""-VI""","""+VI""",TRIX,MI,CCI,DPO,KST,Ichimoku,Parabolic SAR,STC,RSI,SRSI,TSI,UO,SR,WR,AO,KAMA,ROC,PPO,PVO
0,50120,2017-01-02,8670,8700,8350,8500,27604,234634000,-0.003516999,-0.005882353,8548,8284.5,8674.333333,9179.916667,73.13852176,1831175.139,20976653,0.13495245,1139764.832,-76075931.02,-97.08323564,803.136768,8405.717672,290.4926494,8826.329309,7742.670691,8561.833333,7987.833333,8274.833333,8820,7400,8445,1.347605115,8465,8450.817199,8543.333333,48.78269981,19.62444089,0.848329049,1.100257069,-0.010289244,24.32200384,65.5330488,95.5,25.8401132,8297.5,8820,99.99775155,53.75359406,0.420118707,6.054658091,46.54685281,66.31578947,-33.68421053,322.0588235,8388.891099,3.03030303,0.580605802,-25.1289444
1,50120,2017-01-03,8450,8570,8370,8450,96778,817774100,-0.005882353,0.015384615,8502,8318,8651,9159.916667,64.89115527,1811819.539,20879875,0.11210573,285669.8557,-11366219.6,-666.3655886,803.136768,8430.950465,284.0288888,8811.623338,7824.376662,8575.333333,8046.333333,8310.833333,8820,7550,8485,1.551080711,8470.833333,8450.691476,8529.111111,45.10397681,18.51915509,0.919220056,1.114206128,0.011616535,24.30869669,45.57340306,-38,33.16820337,8340,8801.2,99.99887577,51.70964132,0.268381159,5.834391692,41.48729568,50.66666667,-49.33333333,285.4411765,8392.247294,0.835322196,0.536595173,-21.34257733
2,50120,2017-01-04,8450,8800,8450,8580,140261,1203439380,0.015384615,0.005827506,8518,8354.5,8630.166667,9141.416667,65.17930867,1775752.425,21020136,0.04106237,2849707.019,38677893.36,1588.579186,803.136768,8467.027485,288.741111,8810.854029,7898.145971,8619.5,8087.5,8353.5,8820,7720,8570,1.591341332,8495.833333,8470.585095,8536.444444,52.07815137,18.67660652,0.874331551,1.037433155,0.031807319,24.38418016,83.21167883,-124.5,39.3249575,8347.5,8801.2,99.99943789,56.35632092,0.613338141,6.903742853,37.20115798,68,-32,287.2058824,8407.797058,3.623188406,0.618615055,-14.10632681
3,50120,2017-01-05,8600,8720,8520,8630,136715,1179850450,0.005827506,0.013904983,8538,8391,8611.833333,9119.583333,65.23723707,1789423.925,21156851,0.016990041,3419141.731,-731448.634,2954.568998,807.8170522,8499.247282,282.4024602,8811.471164,7970.528836,8658.333333,8126.333333,8392.333333,8820,7800,8585,1.605804622,8529.166667,8495.110465,8550.888889,60.93736902,18.82281141,0.913649025,1.077994429,0.051079686,24.28581429,81.15229229,-141,41.09710942,8347.5,8801.2,99.99971894,58.02911231,0.73752167,8.271736331,36.94659731,74.66666667,-25.33333333,275.4411765,8417.688366,4.860267315,0.722505554,-8.84822283
4,50120,2017-01-06,8700,9000,8570,8750,154445,1351393750,0.013904983,0.04,8582,8426,8595.5,9108.75,73.45149929,1764281.716,21311296,-0.043417144,5578321.483,45938683.67,2944.2625,807.8170522,8543.015321,292.9451416,8843.631416,8008.368584,8706.333333,8158.333333,8432.333333,9000,7870,8675,1.573815026,8570.833333,8534.32424,8587.555556,76.75655814,20.06970137,0.832460733,1.060209424,0.071607089,24.36355203,126.3899185,24,41.96348594,8437.5,8801.2,99.99985947,61.81215712,1,10.5641811,40.86007918,73.11827957,-26.88172043,312.2058824,8434.210452,6.060606061,0.907548849,-3.419563871
5,50120,2017-01-09,8800,9170,8750,9100,444586,4045732600,0.04,-0.007692308,8702,8478.5,8583.833333,9104.583333,85.45341333,2060672.382,21755882,0.089437876,27010718.41,16532234.48,19930.99504,807.8170522,8691.414366,302.0204886,8953.864071,8003.135929,8767.166667,8194.166667,8480.666667,9170,7870,8760,1.499345041,8625,8621.35128,8693.111111,116.196019,21.74507704,0.77020202,1.148989899,0.100129862,24.51465839,195.2487008,71.5,45.7135266,8522.5,8801.2,99.99992974,70.23820516,1,15.6616731,49.47786833,93.1372549,-6.862745098,390.3823529,8500.446424,7.692307692,1.366183397,18.02426544
6,50120,2017-01-10,9120,9200,8900,9030,194076,1752506280,-0.007692308,0.011074197,8818,8532.5,8572.166667,9098.583333,86.63052118,2034795.582,21561806,0.089300065,21211284.36,13912075.68,16290.54769,801.6030748,8746.134623,301.876168,9000.768086,8064.231914,8817.5,8247.5,8532.5,9200,7870,8775,1.455473482,8665,8684.220314,8775.333333,140.1876648,23.38611255,0.772277228,1.163366337,0.130892424,24.45687575,189.7245435,167.5,50.97426341,8537.5,8801.2,99.99996487,67.05163941,0.82801874,18.77156483,50.45089481,80.68181818,-19.31818182,493.1470588,8539.966208,5.614035088,1.640766961,18.35289466
7,50120,2017-01-11,9020,9300,9020,9130,238577,2178208010,0.011074197,-0.019715225,8928,8575,8563,9091.5,87.67082846,1983671.94,21800383,0.03710578,21589343.73,12909878.15,1149.156419,801.6030748,8814.241295,300.3135846,9095.288382,8054.711618,8855.333333,8307.333333,8581.333333,9300,8070,8825,1.455473482,8700.833333,8752.801804,8865.777778,165.364166,25.18860248,0.8125,1.17,0.163851833,24.42098623,200.5878895,105,58.28309498,8625,8801.2,99.99998243,69.20129358,0.944037132,22.0446407,49.68817853,82.10526316,-17.89473684,583.9705882,8671.652878,4.942528736,1.925652017,20.34858442
8,50120,2017-01-12,9050,9170,8870,8950,143131,1281022450,-0.019715225,0.008938547,8992,8610,8550.5,9084.416667,79.96000406,1916877.473,21657252,0.048162526,14824640.34,-29343748.04,-179.8110764,785.7992902,8853.331027,300.2911857,9132.302594,8087.697406,8895.333333,8337.333333,8616.333333,9300,8070,8825,1.547914347,8723.333333,8783.139988,8906.888889,168.8458788,25.77594358,0.848039216,1.12254902,0.192262537,24.466751,129.387084,-110,61.01297574,8667.5,8801.2,99.99999122,61.43191904,0.524718365,22.34384732,47.31167215,63.15789474,-36.84210526,647.2058824,8696.485114,3.110599078,1.960066335,17.16486072
9,50120,2017-01-13,9100,9120,8920,9030,122033,1101957990,0.008938547,-0.003322259,9048,8642.5,8535.5,9077.333333,80.66472103,1929080.773,21779285,0.035841564,14101497.44,0,-1731.062037,792.8231945,8871.021859,293.1275296,9184.048705,8100.951295,8921.833333,8378.833333,8650.333333,9300,8070,8825,1.575350399,8767.5,8821.118451,8954.666667,176.0313132,26.32133174,0.890818859,1.111662531,0.217835545,24.47601281,117.6099637,-112.5,65.15051923,8692.5,8801.2,99.99999561,63.39876243,0.630870326,23.20855561,47.80446422,71.57894737,-28.42105263,673.7647059,8731.509957,6.235294118,2.036200566,13.45139389
10,50120,2017-01-16,9000,9100,8850,9000,134703,1212327000,-0.003322259,0.003333333,9028,8678.5,8522.166667,9069,74.51706891,1956021.373,21644582,0.066980808,11509699.23,-8351707.089,643.2794929,792.8231945,8885.580375,290.0469917,9214.569958,8142.430042,8957.166667,8409.166667,8683.166667,9300,8070,8835,1.619496919,8806.666667,8848.63869,8984.666667,177.2617099,26.32765256,0.914215686,1.06372549,0.23922091,24.53886151,91.18756487,-148.5,68.23698683,8730,8801.2,99.9999978,62.11942494,0.561823556,23.51340632,48.12576454,68.42105263,-31.57894737,654.2647059,8759.706065,5.50996483,2.044216395,10.98767565
11,50120,2017-01-17,8920,9150,8920,9030,95301,860568030,0.003333333,-0.005537099,9028,8718.5,8514.666667,9060.5,78.35915855,1951877.851,21739883,0.05976564,10273889.34,14480435.67,-129.8482724,795.4659385,8903.578373,285.7579209,9233.719371,8203.280629,8995.5,8452.5,8724,9300,8150,8875,1.526754976,8848.333333,8876.54043,9008.444444,178.5987818,26.53749,0.896551724,1.098522167,0.257058011,24.54333384,92.97665565,-218.5,72.66725581,8747.5,8801.2,99.9999989,62.92511652,0.605307314,23.99453934,49.72021338,71.57894737,-28.42105263,622.1470588,8796.88421,5.861664713,2.053345366,6.841632258
12,50120,2017-01-18,9120,9120,8970,8980,58520,525509600,-0.005537099,-0.008908686,8998,8755,8506.333333,9053,75.48033238,1901160.518,21681363,0.042142889,8388190.864,2563226.247,-6.361007752,791.0613652,8914.934392,276.0609266,9234.478884,8275.521116,9030.333333,8494.333333,8762.333333,9300,8320,8910,1.500351421,8888.333333,8892.457287,9012.222222,173.6224275,26.73233905,0.922879177,1.115681234,0.270042674,24.37689633,80.0982047,-305,77.24330758,8760,8801.2,99.99999945,60.61124674,0.480426087,23.73617395,43.16474284,66.31578947,-33.68421053,561.3529412,8812.469896,5.647058824,1.991348962,1.235015877
13,50120,2017-01-19,9070,9070,8750,8900,98236,874300400,-0.008908686,-0.011235955,8988,8777.5,8500.833333,9043,73.36176435,1895020.768,21583127,0.038172279,6067180.74,-43975731.91,-1199.184683,791.0613652,8921.425293,279.1994318,9239.533549,8315.466451,9056.833333,8513.833333,8785.333333,9300,8350,8935,1.559367107,8925.833333,8893.617704,8992.222222,161.3632049,25.38716201,0.907035176,1.070351759,0.276815083,24.35527559,38.54299026,-197.5,79.79947447,8855,9300,99.99999973,56.99970876,0.285508768,22.47569927,43.86887495,57.89473684,-42.10526316,503.3235294,8816.466172,5.325443787,1.847898557,-1.041677937
14,50120,2017-01-20,8900,9000,8670,8800,95832,843321600,-0.011235955,-0.036363636,8942,8790,8493.333333,9035.083333,71.0306044,1874692.768,21487295,-0.017311085,3831412.063,-25826446.28,-1951.91772,782.1730352,8922.248539,282.8280438,9240.111097,8339.888903,9079,8525,8802,9300,8350,8985,1.728383892,8944.166667,8879.21498,8948.888889,141.9422959,23.66953854,0.924242424,1.080808081,0.276289213,24.35948001,7.219402143,-160,80.49561567,8835,9289,49.99999986,52.76720135,0.05707728,20.13783213,43.85666172,46.23655914,-53.76344086,433.2352941,8816.324814,2.564102564,1.624560673,-3.039166071
15,50120,2017-01-23,8970,8970,8470,8480,85400,724192000,-0.036363636,0.002358491,8838,8779,8480.5,9025.75,71.33213339,1792708.768,21401895,-0.072691148,-619932.5172,-67330210.77,-4182.21859,753.7303794,8931.730619,298.3403264,9247.738733,8310.261267,9092.666667,8513.666667,8803.166667,9300,8350,8885,2.453141613,8931.666667,8817.797291,8848.222222,99.58184251,22.90122155,0.906103286,1.023474178,0.263040105,24.55094114,-55.54609929,-29,74.92997582,8785,9264.24,24.99999993,42.01565581,0,14.22332451,37.30962239,3.529411765,-96.47058824,352.9705882,8756.006911,-1.738122827,1.142227364,-5.336490779
16,50120,2017-01-24,8400,8620,8400,8500,44582,378947000,0.002358491,-0.008235294,8732,8770,8471.666667,9015.75,67.96234268,1788655.859,21446477,-0.077966483,-403993.5862,-103629267.4,-3000.308319,755.5080454,8944.523534,292.7445888,9252.700735,8287.299265,9085.333333,8504.333333,8794.833333,9300,8350,8850,3.046809695,8910.833333,8768.9054,8763.777778,66.85405888,22.50095645,1.043583535,0.987893462,0.241872528,24.6561327,-94.0952381,330,70.02760957,8735,9216.5856,12.49999997,42.80010847,0.027795245,9.799651572,37.10595165,11.11111111,-88.88888889,224.4411765,8717.688876,-2.857142857,0.768256314,-10.11427081
17,50120,2017-01-25,8550,8550,8350,8430,55021,463827030,-0.008235294,0.002372479,8622,8766.5,8462.166667,9006.583333,64.01955967,1777651.659,21391456,-0.052968863,-896490.2168,-21809854.42,-347.9678912,755.5080454,8952.839139,286.1199753,9257.917338,8275.082662,9075.833333,8499.833333,8787.833333,9300,8350,8760,3.665463224,8855,8716.766108,8679.333333,34.86671775,22.34952568,1.041162228,0.958837772,0.21430842,24.72367816,-108.7608524,263.5,63.34756887,8737.5,9151.258752,6.249999983,40.72350365,0,5.486901269,35.17510627,8.421052632,-91.57894737,86.91176471,8644.731818,-7.362637363,0.401602417,-13.36086872
18,50120,2017-01-26,8550,8550,8350,8450,50745,428795250,0.002372479,-0.002366864,8532,8762.5,8465.833333,8996.75,62.0193866,1777651.659,21442201,-0.031397563,-623434.4715,0,-332.7226586,757.3004726,8954.025333,279.9685485,9262.774924,8262.225076,9062.166667,8496.166667,8779.166667,9300,8350,8750,4.171082434,8806.666667,8675.725168,8610.444444,11.00351068,22.2089114,1.115384615,0.943589744,0.18374172,24.74856175,-99.82309831,367.5,58.57725561,8780,9071.132877,3.124999991,41.59541548,0.029541611,2.234250803,35.38466283,10.52631579,-89.47368421,-20.23529412,8606.884184,-6.42303433,0.126992085,-16.397567
19,50120,2017-01-31,8320,8650,8320,8430,55283,466035690,-0.002366864,0.026097272,8458,8757.5,8470,8987.583333,51.78651326,1759223.992,21386918,-0.030703813,-692323.8327,20892498.6,-10.4558782,757.3004726,8919.809701,283.5422236,9268.846262,8246.153738,9062.166667,8486.166667,8774.166667,9300,8320,8735,4.647229417,8748.333333,8637.921296,8550.444444,-9.413571896,21.39392371,1.13648294,0.887139108,0.151699874,24.83671625,-91.17865085,192.5,51.43915426,8772.5,8999.019589,1.562499996,40.94678914,0.007840689,-0.634198947,34.97455675,11.2244898,-88.7755102,-103.4705882,8552.841031,-7.667031763,-0.108860962,-18.48564147
20,50120,2017-02-01,8350,8970,8350,8650,76620,662763000,0.026097272,0.038150289,8492,8765,8477,8978.416667,47.41189146,1756752.379,21463538,-0.029522942,1814636.715,141607935.3,1868.725616,757.3004726,8887.21331,307.5749219,9265.29991,8264.70009,9082.666667,8479.666667,8781.166667,9300,8320,8735,4.850646826,8723.333333,8639.779558,8547.111111,-7.752726945,20.79800264,1.055690073,0.866828087,0.124766087,25.10330105,-38.10252487,265,45.14823169,8765,8999.019589,0.781249998,50.15451362,0.331170712,-0.534432684,36.65724577,33.67346939,-66.32653061,-133.8529412,8561.076011,-3.351955307,-0.089652478,-18.16937842
21,50120,2017-02-02,8620,9000,8620,8980,203091,1823757180,0.038150289,-0.016703786,8588,8791.5,8483.333333,8971.583333,45.68659682,1938465.379,21666629,0.048206404,11129692.9,28066236.32,9747.553301,757.3004726,8836.498255,312.7481418,9278.214495,8304.785505,9111.833333,8490.833333,8801.333333,9300,8320,8720,4.852903692,8719.166667,8692.121165,8618.222222,19.96164134,20.37674937,1.070921986,0.905437352,0.109636889,25.36527865,21.32985091,208.5,41.93287714,8752.5,8999.019589,4.878855755,60.18332995,0.858196437,3.069976565,43.28622478,77.64705882,-22.35294118,-94.14705882,8564.393845,-0.553709856,0.230180744,-7.111750535
22,50120,2017-02-03,9100,9100,8820,8830,308728,2726068240,-0.016703786,0.013590034,8668,8804,8485.5,8963.666667,61.57143579,1651789.379,21357901,-0.0443418,2924136.77,13604208.24,2591.053843,757.3004726,8837.728074,310.4089888,9281.091186,8326.908814,9123.666667,8509.666667,8816.666667,9300,8320,8710,4.860394255,8705,8713.333293,8659.333333,29.48188269,20.41678703,1.016627078,0.988123515,0.09941928,25.53539169,33.78378378,226,35.95441275,8760,8999.019589,11.89603794,54.7873974,0.620230794,4.184126267,44.93419199,61.44578313,-38.55421687,-10.97058824,8569.051816,-1.888888889,0.339502386,7.332957082
23,50120,2017-02-06,8950,8950,8750,8950,64534,577579300,0.013590034,-0.002234637,8768,8820,8497.166667,8958.666667,55.40588929,1716323.379,21422435,-0.026841215,3612700.089,-34090556.92,-4279.907251,767.5922117,8823.914159,302.5226325,9294.130784,8345.869216,9136.666667,8522.666667,8829.666667,9300,8320,8710,4.857345497,8698.333333,8749.743556,8726,46.17743495,20.01546348,1.040380048,0.959619952,0.09543944,25.57032968,19.05776515,160,31.51315656,8760,8999.019589,22.61309153,58.02937774,0.779487247,6.199506345,48.32635582,75.90361446,-24.09638554,53.58823529,8571.901666,-0.88593577,0.530557639,2.429462129
24,50120,2017-02-07,8920,9000,8850,8930,64183,573154190,-0.002234637,-0.003359462,8868,8829,8503,8953.916667,63.15379998,1720602.246,21358252,-0.016588094,2913220.076,17528005.86,733.5935542,765.8769218,8812.941856,291.6281587,9304.306217,8353.693783,9130.333333,8544.333333,8837.333333,9300,8320,8710,4.851452107,8694.166667,8777.475316,8785.333333,57.13631566,19.8715134,1.0243309,1,0.095153286,25.53151817,31.76861072,71,27.18964063,8760,8999.019589,43.00243927,57.29201968,0.746275333,7.538265713,48.81874392,73.4939759,-26.5060241,124.6764706,8577.514689,-0.556792873,0.655207506,-1.73713742
25,50120,2017-02-08,9250,9250,8900,8900,139940,1245466000,-0.003359462,0.020224719,8918,8819,8510.5,8949.083333,64.34971764,1580662.246,21218312,-0.206142459,1897302.922,37516078.32,-613.5488786,765.8769218,8818.300349,295.7975759,9279.25645,8358.74355,9127.333333,8548.333333,8837.833333,9300,8320,8785,4.848462287,8694.166667,8796.325268,8828.666667,62.67804481,20.72359545,0.976359338,0.995271868,0.096477704,25.47935181,63.47797793,-19,24.19750343,8797.5,8999.019589,71.50121964,56.13969071,0.775160207,8.266423952,43.19223975,62.3655914,-37.6344086,182.2352941,8610.006712,0,0.717661742,0.137709594
26,50120,2017-02-09,9100,9150,8870,9080,154029,1398583320,0.020224719,0.033039648,8938,8821.5,8518,8945.583333,70.67445999,1657676.746,21372341,-0.164789447,5587005.362,-11815956.74,2645.070078,765.8769218,8832.417744,294.6691777,9286.828916,8356.171084,9125.833333,8548.833333,8837.333333,9300,8320,8785,4.828538488,8717.5,8839.967534,8899.111111,80.66455005,21.31441673,0.993119266,0.97706422,0.102686758,25.47415253,69.70128023,-341.5,23.19180887,8797.5,8999.019589,85.75060982,61.18428117,1,10.50892903,47.62139541,81.72043011,-18.27956989,200.1764706,8672.824638,3.181818182,0.920901471,2.480252451
27,50120,2017-02-10,9150,9370,9000,9380,187215,1756076700,0.033039648,0.00533049,9048,8834,8530.5,8943.5,78.67763629,1855011.476,21559556,-0.057511471,12812361.74,34585903.91,9300.71088,765.8769218,8877.133623,300.0499507,9343.171877,8324.828123,9135.333333,8549.333333,8842.333333,9370,8320,8845,4.781368377,8792.5,8923.049452,9015.111111,117.7689111,22.59294198,0.931972789,1.056689342,0.118437587,25.45714326,142.3168674,-334,26.31662827,8845,8999.019589,92.87530491,67.82615502,1,14.88418981,55.33800123,100.952381,0.952380952,223.4117647,8833.09256,10.61320755,1.337480511,6.227088301
28,50120,2017-02-13,9450,9500,9350,9430,105149,991555070,0.00533049,0.033934252,9144,8858,8543.833333,8941,84.84327972,1862021.409,21664705,-0.024944269,11733088.63,34237130.17,6746.013357,769.9594214,8916.605463,289.3320971,9428.354276,8287.645724,9149.333333,8578.333333,8863.833333,9500,8320,8910,4.682768293,8870,9001.041844,9120.444444,149.4857876,24.14442149,0.88179669,1.160756501,0.140745909,25.40507171,182.1319742,-428,30.9715816,8917.5,8999.019589,96.43765245,68.78485299,1,18.64272023,51.17816547,94.06779661,-5.93220339,310.0294118,8970.668638,10.94117647,1.688808009,4.010564277
